timestamp,inferred_regime,vol,spread,depth
491,normal,0.0115,0.0366,183.8019
495,normal,0.0422,0.0463,166.0617
499,normal,0.0397,0.047,61.3879
502,normal,0.04,0.0333,193.0717
505,normal,0.0166,0.041,115.9042
507,normal,0.0429,0.0395,159.7544
512,normal,0.017,0.0127,142.2643
513,normal,0.0466,0.0446,131.4171
516,normal,0.0251,0.0424,129.9098
518,normal,0.028,0.0344,147.1749
521,normal,0.0349,0.042,193.7051
523,normal,0.0288,0.0246,129.1982
526,normal,0.0277,0.0116,94.3128
528,normal,0.022,0.0314,189.5351
533,normal,0.0201,0.0222,190.3632
537,normal,0.0198,0.0374,131.0086
538,normal,0.0267,0.0394,121.4572
539,normal,0.036,0.0413,160.3974
541,stress,0.0938,0.0487,63.5646
544,stress,0.024,0.0303,47.3597
549,stress,0.0466,0.0427,91.136
554,stress,0.0536,0.0511,106.1651
558,stress,0.0961,0.0625,45.8976
560,stress,0.0216,0.0633,118.7276
563,stress,0.0485,0.0704,86.8799
564,stress,0.0361,0.0742,60.7499
568,stress,0.0545,0.034,51.6819
572,stress,0.0604,0.0868,89.8532
573,stress,0.0944,0.039,32.2694
574,stress,0.0727,0.071,65.7744
576,normal,0.0235,0.0437,98.683
577,normal,0.0294,0.0315,113.8726
581,normal,0.0326,0.0249,88.8069
585,normal,0.0105,0.042,156.156
590,normal,0.035,0.0212,147.4439
593,normal,0.0173,0.0474,50.4802
594,normal,0.0421,0.0143,89.8455
598,normal,0.0295,0.012,183.5765
601,normal,0.028,0.0291,164.1641
602,normal,0.0339,0.0303,110.7309
604,normal,0.0475,0.0272,117.9032
608,normal,0.017,0.0217,97.8323
610,normal,0.0262,0.0259,196.8752
612,normal,0.0414,0.0177,55.9795
616,normal,0.0374,0.0499,108.8195
617,normal,0.018,0.0472,122.5157
620,normal,0.017,0.0129,54.9418
622,normal,0.0128,0.0425,189.0608
623,stress,0.0335,0.0786,72.8198
628,stress,0.0751,0.0618,91.6939
629,stress,0.0692,0.0482,59.8109
632,stress,0.0201,0.0979,61.2477
637,stress,0.0556,0.0599,53.196
642,stress,0.023,0.0569,111.9604
644,stress,0.0605,0.0431,112.6769
646,stress,0.0591,0.0501,85.3996
649,stress,0.0669,0.0479,87.1149
654,stress,0.0204,0.0622,75.2026
659,stress,0.0421,0.0623,98.8907
660,stress,0.0288,0.0907,30.5532
663,stress,0.0419,0.0462,83.6437
665,stress,0.0315,0.0746,88.063
670,normal,0.0429,0.015,188.7799
674,normal,0.0253,0.0382,57.1146
676,normal,0.0225,0.0451,121.9608
677,normal,0.0114,0.0338,188.5514
679,normal,0.04,0.0323,50.7171
682,normal,0.0111,0.0438,119.4798
686,stress,0.0275,0.0204,56.3579
690,normal,0.0266,0.0196,182.6236
692,normal,0.0147,0.0237,175.2972
696,normal,0.0314,0.022,124.3176
701,normal,0.0469,0.0157,92.7148
703,normal,0.0186,0.0359,85.7469
705,normal,0.0471,0.0386,60.2983
710,normal,0.0307,0.0142,123.1023
715,normal,0.0116,0.0454,193.0111
716,normal,0.0422,0.0451,61.5386
719,normal,0.0469,0.0215,111.1652
720,normal,0.0463,0.0477,130.9125
722,stress,0.0765,0.0814,33.9725
727,stress,0.0612,0.0699,95.1228
732,stress,0.0518,0.0718,48.0071
737,stress,0.0997,0.0288,49.2568
742,stress,0.0904,0.0927,60.6168
743,stress,0.0389,0.0706,115.5263
744,stress,0.0742,0.0843,104.4286
749,stress,0.092,0.0476,100.7598
754,stress,0.0355,0.0424,68.0713
759,stress,0.0923,0.0449,104.4806
762,stress,0.0253,0.0996,113.4801
765,stress,0.0387,0.0498,53.5936
766,stress,0.0726,0.083,107.9165
770,stress,0.0577,0.0745,85.9952
774,stress,0.0213,0.0587,117.0431
776,stress,0.0484,0.0876,99.7696
781,stress,0.0719,0.0479,74.435
785,stress,0.0334,0.0205,55.663
790,stress,0.0918,0.0225,42.2297
791,stress,0.0858,0.0949,115.9418
793,stress,0.0459,0.0218,67.5234
797,stress,0.046,0.0425,71.5894
802,stress,0.0427,0.0214,102.0824
807,stress,0.0619,0.0908,45.3646
808,stress,0.0816,0.0621,84.4741
812,normal,0.0244,0.0481,89.5593
816,normal,0.0465,0.0336,177.1336
819,normal,0.0135,0.0321,56.1274
822,normal,0.0275,0.0153,69.023
824,normal,0.0119,0.0457,88.3556
829,normal,0.0488,0.0279,118.7802
831,stress,0.0811,0.0697,70.5912
834,stress,0.0425,0.03,86.8682
839,stress,0.0383,0.0303,105.6371
841,normal,0.0353,0.0172,121.952
846,normal,0.0256,0.0471,96.766
851,normal,0.028,0.0199,74.0832
856,normal,0.0103,0.0471,164.3623
857,normal,0.0475,0.0319,80.0148
861,normal,0.0159,0.0111,194.2284
866,normal,0.0128,0.0234,100.1477
869,normal,0.0327,0.0168,157.6026
872,normal,0.0191,0.0305,183.8694
874,normal,0.0123,0.0193,164.3147
879,stress,0.0467,0.0709,38.732
883,stress,0.0371,0.0284,99.6398
884,stress,0.0983,0.0635,63.0289
885,stress,0.09,0.0523,78.223
890,stress,0.0525,0.0494,118.4877
893,stress,0.0848,0.0988,72.3684
897,stress,0.079,0.0308,64.1561
902,stress,0.0615,0.045,77.6403
903,stress,0.086,0.0726,111.4947
908,stress,0.032,0.0893,79.4268
912,stress,0.0916,0.0378,103.1309
917,stress,0.0573,0.0234,74.095
918,normal,0.0305,0.0454,66.664
921,normal,0.035,0.0221,160.8308
922,normal,0.0447,0.0317,54.5818
927,normal,0.0192,0.0364,185.7973
928,normal,0.0163,0.035,94.2221
930,normal,0.033,0.024,135.1242
934,stress,0.0849,0.0592,89.1585
938,normal,0.0362,0.0141,100.0364
939,normal,0.019,0.03,124.97
941,normal,0.0425,0.0211,76.1931
942,normal,0.0275,0.0124,185.8936
947,normal,0.0233,0.0168,176.4418
948,normal,0.0131,0.0193,76.529
953,normal,0.0288,0.0308,55.2818
957,normal,0.0218,0.011,68.8707
961,normal,0.0119,0.0101,108.5083
966,normal,0.024,0.0437,122.545
970,normal,0.0306,0.0265,130.575
972,normal,0.015,0.0308,63.6366
974,normal,0.0222,0.0132,160.3109
976,normal,0.0118,0.0211,102.2957
978,normal,0.0387,0.03,123.5044
980,normal,0.0358,0.0315,178.4047
981,normal,0.0476,0.0492,127.5314
984,normal,0.0234,0.0376,164.9593
987,normal,0.0212,0.0138,57.0209
990,normal,0.0324,0.0343,198.722
993,normal,0.04,0.0245,163.93
996,normal,0.0203,0.031,91.1253
1001,normal,0.047,0.0478,125.0445
1004,normal,0.0453,0.0451,89.27
1007,stress,0.0208,0.0592,69.3329
1012,stress,0.0912,0.0246,111.2435
1015,normal,0.0445,0.0435,176.169
1017,stress,0.0711,0.0791,103.6281
1021,stress,0.0531,0.0853,55.7202
1022,stress,0.0283,0.0575,112.4265
1023,stress,0.0984,0.0513,57.1992
1026,stress,0.0526,0.0661,95.2557
1030,stress,0.0778,0.0902,75.9461
1031,stress,0.0705,0.0314,75.3377
1035,stress,0.0592,0.0943,64.8098
1037,stress,0.0916,0.0546,53.0457
1039,stress,0.0738,0.0958,52.3215
1042,stress,0.0987,0.0361,39.7169
1043,stress,0.0908,0.0661,90.784
1047,normal,0.0483,0.0293,178.5686
1052,normal,0.0379,0.0478,135.1688
1057,normal,0.0463,0.0213,185.904
1060,normal,0.0223,0.0174,86.947
1063,normal,0.0368,0.0146,162.4853
1064,normal,0.0227,0.0478,63.69
1065,normal,0.031,0.043,77.0227
1066,normal,0.0251,0.0244,134.8747
1068,normal,0.0393,0.0351,153.9821
1071,normal,0.034,0.014,167.2527
1072,normal,0.0134,0.0236,91.3908
1077,normal,0.0362,0.0493,173.1437
1078,normal,0.0463,0.0483,191.455
1079,normal,0.0495,0.0163,170.6372
1082,normal,0.0446,0.0309,94.3776
1083,normal,0.0378,0.0477,81.2637
1085,normal,0.0278,0.0216,74.122
1088,normal,0.0387,0.0492,143.905
1093,normal,0.0351,0.0286,134.4795
1095,normal,0.0229,0.046,178.396
1096,normal,0.0205,0.0218,183.6905
1098,normal,0.013,0.0193,151.3449
1103,normal,0.0466,0.0225,98.0754
1104,normal,0.0254,0.0406,129.935
1109,normal,0.0233,0.039,167.3206
1111,stress,0.0803,0.0474,52.6965
1116,stress,0.0787,0.0395,93.2928
1121,stress,0.0697,0.0487,97.3514
1123,stress,0.0413,0.0571,107.2608
1124,stress,0.0697,0.0719,36.3585
1125,stress,0.0652,0.0613,115.8427
1130,stress,0.051,0.0895,59.3399
1133,stress,0.0313,0.0624,100.0483
1138,normal,0.0368,0.048,150.7078
1139,normal,0.0208,0.0203,90.0451
1140,stress,0.0561,0.024,38.9452
1145,stress,0.0246,0.0716,62.3158
1149,stress,0.0702,0.0812,118.1566
1153,stress,0.0407,0.036,105.931
1154,stress,0.0216,0.0935,102.7717
1156,stress,0.089,0.0831,98.8209
1160,stress,0.0848,0.05,94.0189
1161,stress,0.0825,0.0597,40.8704
1165,stress,0.0627,0.0356,33.9404
1168,stress,0.0715,0.0953,111.805
1169,stress,0.0965,0.036,50.3169
1174,stress,0.0483,0.0396,42.6195
1175,stress,0.0778,0.0812,66.0396
1176,stress,0.0962,0.0961,53.0979
1179,stress,0.064,0.093,111.9337
1181,stress,0.0729,0.0631,105.6976
1184,stress,0.0267,0.0698,107.4349
1185,stress,0.0437,0.0246,93.5017
1189,stress,0.0415,0.0566,58.9003
1192,stress,0.0475,0.0345,85.1472
1195,normal,0.0169,0.0109,158.0302
1200,normal,0.0108,0.0271,80.5418
1204,normal,0.0127,0.0265,135.3206
1205,normal,0.0181,0.0131,162.7956
1206,normal,0.0456,0.028,112.2227
1209,normal,0.0149,0.0327,50.6082
1212,normal,0.0268,0.0337,126.8831
1215,normal,0.0472,0.03,129.6492
1218,normal,0.044,0.0281,149.3849
1219,normal,0.0418,0.0457,92.1864
1221,normal,0.0134,0.048,184.2434
1225,normal,0.0163,0.0358,197.7686
1226,normal,0.041,0.0423,78.6862
1229,normal,0.021,0.0439,169.2031
1231,normal,0.0122,0.0352,143.5934
1232,normal,0.0166,0.0231,184.9439
1233,stress,0.0561,0.0553,79.1794
1237,stress,0.0848,0.0431,62.403
1242,normal,0.0174,0.0272,103.4818
1247,normal,0.0269,0.0162,188.4874
1252,normal,0.0359,0.0425,156.231
1255,normal,0.0338,0.0186,150.8262
1258,normal,0.0172,0.04,82.6279
1260,normal,0.043,0.0465,122.9829
1262,normal,0.0373,0.048,69.9064
1264,normal,0.0456,0.0163,177.6478
1269,normal,0.0296,0.0237,50.134
1273,normal,0.0138,0.0349,154.8262
1275,normal,0.0355,0.0361,180.4828
1280,normal,0.0213,0.0435,184.9512
1285,normal,0.0204,0.0345,82.6179
1289,normal,0.0232,0.0117,126.7937
1290,normal,0.0304,0.0287,68.0581
1294,normal,0.0164,0.0125,174.2025
1299,normal,0.0336,0.0376,151.9494
1302,normal,0.0472,0.0216,131.4481
1307,normal,0.0431,0.0317,132.4015
1311,normal,0.0398,0.0101,137.5663
1312,normal,0.0446,0.0389,56.9497
1313,normal,0.0479,0.0107,153.566
1315,normal,0.0369,0.037,198.225
1319,normal,0.0218,0.0165,66.1671
1321,normal,0.0261,0.0204,115.8426
1326,normal,0.0396,0.0192,190.6301
1331,normal,0.0104,0.0232,81.7223
1332,normal,0.0305,0.0171,142.8193
1336,normal,0.0448,0.0106,171.9547
1339,normal,0.0315,0.0418,69.9737
1340,normal,0.0237,0.0274,52.0587
1341,normal,0.0173,0.0375,173.8903
1344,normal,0.0122,0.0416,117.0752
1346,normal,0.0353,0.035,92.1707
1348,normal,0.0445,0.0139,62.2741
1349,normal,0.0399,0.0399,168.5452
1354,normal,0.0273,0.0427,195.0744
1357,normal,0.0165,0.0403,94.0559
1358,normal,0.0283,0.0345,116.8998
1363,normal,0.0135,0.0256,83.3295
1365,normal,0.0361,0.0171,183.3162
1366,normal,0.0139,0.0276,92.1873
1371,normal,0.0493,0.0337,141.2537
1374,normal,0.0346,0.0437,113.5083
1376,normal,0.024,0.0385,88.9583
1381,normal,0.0294,0.0327,167.6897
1382,normal,0.0342,0.031,174.9996
1383,normal,0.0494,0.013,134.851
1387,stress,0.0894,0.0653,32.0986
1392,stress,0.0265,0.02,68.6764
1396,stress,0.0438,0.0304,61.505
1401,stress,0.0685,0.0896,65.5179
1402,stress,0.0383,0.0772,115.9185
1403,stress,0.046,0.0679,86.2782
1406,stress,0.0642,0.0309,46.5254
1411,stress,0.0755,0.0804,71.951
1414,stress,0.0707,0.0769,96.9767
1415,stress,0.0208,0.0575,96.278
1418,stress,0.0201,0.0205,82.257
1423,stress,0.0782,0.089,83.0681
1427,stress,0.066,0.0706,106.4763
1432,stress,0.0443,0.0599,74.618
1434,stress,0.059,0.053,73.5862
1437,stress,0.0475,0.0671,37.4277
1438,stress,0.0251,0.0501,62.455
1439,stress,0.0244,0.0764,107.2567
1443,stress,0.0233,0.033,83.4168
1447,stress,0.0272,0.0655,112.1512
1450,stress,0.0613,0.0842,95.0004
1451,stress,0.086,0.073,90.4228
1454,stress,0.0461,0.0575,110.6771
1459,stress,0.0742,0.0574,44.732
1460,stress,0.0408,0.0386,42.6797
1462,stress,0.0668,0.0748,78.1421
1466,stress,0.098,0.0306,46.8867
1467,stress,0.0601,0.0784,76.7094
1468,stress,0.021,0.0428,57.1658
1472,stress,0.0539,0.0659,100.2865
1474,stress,0.0824,0.0772,74.2771
1479,stress,0.0668,0.0357,48.5343
1481,stress,0.0711,0.0343,63.3974
1484,stress,0.0297,0.0453,103.5457
1488,stress,0.0919,0.0213,56.5674
1489,stress,0.0717,0.0383,82.5674
1492,stress,0.0338,0.0834,105.8106
1496,stress,0.0308,0.0756,76.0946
1498,stress,0.0899,0.0223,53.4268
1500,normal,0.0156,0.0381,50.5356
1503,normal,0.0184,0.0381,89.7386
1505,normal,0.0436,0.0465,121.298
1509,stress,0.0211,0.0343,42.1064
1514,normal,0.0349,0.0239,126.7064
1515,normal,0.0345,0.0497,113.4006
1520,normal,0.0363,0.0277,171.1392
1525,normal,0.0278,0.0314,159.4231
1526,normal,0.0428,0.041,144.2645
1530,normal,0.0294,0.0248,50.8354
1531,normal,0.0399,0.0319,138.0837
1533,normal,0.0241,0.035,128.3165
1536,normal,0.0354,0.0457,72.1338
1537,stress,0.0429,0.0701,58.787
1540,stress,0.0305,0.0864,63.8659
1545,stress,0.0347,0.0515,34.5471
1550,normal,0.0481,0.0316,104.7844
1552,normal,0.018,0.0211,120.0975
1553,normal,0.0448,0.0157,66.0867
1558,normal,0.0339,0.0255,150.4069
1562,normal,0.0329,0.0119,142.4341
1566,normal,0.0145,0.0315,189.2685
1570,normal,0.0424,0.0439,82.2717
1572,normal,0.0281,0.0417,174.6556
1577,normal,0.0301,0.0326,86.0455
1579,normal,0.0305,0.0277,140.8175
1582,normal,0.02,0.0289,181.1171
1586,normal,0.0431,0.0151,52.524
1587,stress,0.0804,0.0702,113.8918
1591,stress,0.0969,0.0573,83.3004
1596,stress,0.0752,0.0221,98.4733
1601,stress,0.0663,0.0758,79.3513
1602,stress,0.0712,0.0955,47.0544
1603,stress,0.0506,0.0355,40.5148
1604,stress,0.0457,0.0366,113.8212
1607,stress,0.0322,0.0418,105.2477
1612,stress,0.0339,0.0681,58.945
1617,normal,0.0365,0.0362,180.3186
1618,normal,0.0484,0.027,55.7984
1619,normal,0.0209,0.0323,132.7458
1622,normal,0.0436,0.0281,124.4213
1627,normal,0.0302,0.0437,191.8493
1631,normal,0.0152,0.0126,183.3932
1634,normal,0.0468,0.0212,170.9561
1639,normal,0.0102,0.0325,80.3378
1641,normal,0.0244,0.029,129.5864
1644,normal,0.0237,0.0396,126.9385
1648,normal,0.0156,0.0163,59.3959
1652,normal,0.0366,0.0125,164.3941
1657,normal,0.0393,0.0394,103.9911
1661,normal,0.0396,0.0225,58.3197
1666,normal,0.0236,0.0128,122.2228
1671,stress,0.0467,0.0215,53.3466
1675,stress,0.0869,0.0638,100.3237
1678,stress,0.0462,0.0981,99.6261
1681,normal,0.0159,0.0275,52.3831
1685,normal,0.0386,0.0128,137.8963
1687,normal,0.034,0.0483,98.6696
1692,normal,0.0269,0.0309,145.3163
1694,stress,0.0658,0.0614,52.3931
1695,stress,0.0532,0.0631,65.762
1699,stress,0.0407,0.0259,34.4433
1704,normal,0.0483,0.0332,179.9598
1705,normal,0.0383,0.0271,117.1074
1710,stress,0.0903,0.0507,112.2155
1711,stress,0.0698,0.0915,103.3221
1715,stress,0.0275,0.0652,100.5331
1718,stress,0.0961,0.083,113.1114
1723,stress,0.025,0.078,56.7739
1728,stress,0.0303,0.046,108.6199
1732,stress,0.0617,0.0588,81.0426
1733,stress,0.0652,0.0237,111.827
1738,stress,0.0825,0.0583,58.2503
1742,normal,0.0486,0.0429,76.797
1744,normal,0.0136,0.0151,52.4731
1749,normal,0.0365,0.0311,66.0742
1750,normal,0.0151,0.0274,52.6547
1754,normal,0.0279,0.023,188.8428
1756,normal,0.0364,0.024,62.6865
1761,normal,0.0303,0.0313,171.9747
1764,normal,0.0152,0.047,166.8808
1768,normal,0.0276,0.0484,167.8641
1771,normal,0.0225,0.047,105.3226
1774,normal,0.0185,0.0483,156.2189
1778,normal,0.0132,0.0131,175.0387
1782,normal,0.0158,0.0474,171.5012
1783,normal,0.031,0.0408,63.8598
1786,normal,0.0119,0.0217,137.6933
1788,normal,0.0244,0.012,126.4054
1790,normal,0.0109,0.0454,77.3599
1795,stress,0.0446,0.0545,68.9974
1800,stress,0.069,0.0564,104.128
1802,stress,0.06,0.0562,113.8772
1807,stress,0.0752,0.0582,84.1418
1811,stress,0.0708,0.0287,78.6744
1814,stress,0.0672,0.0942,53.6065
1818,stress,0.0708,0.0473,93.2023
1823,stress,0.0996,0.0714,48.6305
1824,stress,0.0482,0.0572,54.3669
1829,stress,0.0733,0.0212,34.5568
1832,stress,0.0529,0.0393,89.8383
1834,stress,0.0975,0.0353,94.6467
1837,stress,0.0886,0.0218,98.669
1838,stress,0.0278,0.0448,33.7612
1840,stress,0.0248,0.0656,54.3228
1842,stress,0.0989,0.082,114.0704
1845,stress,0.0607,0.0354,82.8219
1846,stress,0.0292,0.0549,104.8799
1848,stress,0.0637,0.0965,35.975
1853,stress,0.0909,0.0833,64.3081
1855,stress,0.0408,0.0463,100.9621
1858,stress,0.0886,0.048,87.2837
1862,stress,0.0851,0.0837,51.5891
1866,stress,0.0871,0.0759,118.5346
1871,stress,0.0997,0.0337,111.3927
1873,stress,0.0245,0.0315,112.7626
1878,stress,0.0985,0.0933,41.5231
1880,stress,0.0638,0.0897,41.0647
1882,stress,0.0426,0.0554,76.5652
1883,stress,0.0841,0.0692,104.9867
1885,stress,0.055,0.0489,109.9185
1890,stress,0.0717,0.0901,45.2781
1893,normal,0.0291,0.012,104.2736
1894,normal,0.0296,0.0107,130.6673
1896,normal,0.0111,0.0369,179.256
1901,normal,0.0389,0.0272,72.1921
1902,normal,0.0303,0.0346,109.6806
1904,normal,0.0341,0.0137,69.4381
1906,normal,0.0116,0.0189,140.53
1910,normal,0.0101,0.0133,109.0642
1911,normal,0.0258,0.0342,144.5679
1915,normal,0.0348,0.0367,164.632
1916,normal,0.0361,0.0199,80.9359
1920,normal,0.0307,0.0445,104.8753
1921,normal,0.0108,0.0279,160.1907
1922,stress,0.0775,0.0709,74.1832
1924,stress,0.0502,0.066,78.6095
1927,stress,0.0304,0.0819,64.6566
1930,stress,0.088,0.0289,110.2628
1931,stress,0.0879,0.0602,112.5947
1934,stress,0.0561,0.087,113.9765
1937,stress,0.0376,0.056,68.917
1938,stress,0.0524,0.0758,42.4424
1939,stress,0.0672,0.0518,61.3339
1944,stress,0.0225,0.0526,109.0876
1949,stress,0.0367,0.0515,41.6891
1952,stress,0.0694,0.0226,41.056
1953,stress,0.0442,0.0259,116.347
1954,stress,0.078,0.0885,58.0658
1958,normal,0.04,0.0482,114.522
1959,normal,0.0399,0.0449,93.5406
1961,normal,0.0134,0.0292,51.1434
1962,normal,0.0291,0.0275,64.9348
1964,normal,0.0478,0.0114,130.8425
1968,normal,0.0465,0.0422,143.5848
1969,normal,0.0112,0.034,73.1931
1974,normal,0.0239,0.0248,164.7687
1976,normal,0.0154,0.0132,50.506
1981,normal,0.0495,0.0102,84.0906
1983,normal,0.0457,0.0152,155.102
1985,normal,0.0228,0.0294,184.0073
1990,normal,0.0477,0.0318,53.3162
1991,normal,0.0401,0.0253,96.0947
1993,normal,0.0128,0.0325,57.5881
1997,normal,0.0308,0.0443,78.3494
2000,normal,0.0357,0.0118,146.8647
2001,normal,0.0465,0.0491,157.868
2002,normal,0.0298,0.0347,113.5175
2004,normal,0.0249,0.0363,179.0481
2006,normal,0.0436,0.0194,118.0524
2008,normal,0.0466,0.0381,104.117
2009,normal,0.0362,0.0152,137.9333
2012,normal,0.0397,0.0129,109.3924
2013,normal,0.0278,0.0124,59.3745
2014,normal,0.0446,0.0255,137.7965
2019,normal,0.016,0.0198,75.0257
2024,normal,0.0134,0.0267,155.9133
2025,normal,0.042,0.0328,101.6862
2027,normal,0.0322,0.018,68.8983
2030,normal,0.0148,0.0321,55.7815
2035,stress,0.0532,0.0857,97.3566
2038,stress,0.0633,0.0256,77.8018
2041,stress,0.0834,0.0672,118.3128
2044,stress,0.0428,0.07,113.6386
2049,stress,0.0631,0.0952,53.6681
2052,stress,0.043,0.0379,83.0616
