timestamp,asset,type,side,price,size,regime
90,ASSET_A,MARKET_ORDER,buy,100.4028,112.6165,normal
91,ASSET_D,LIMIT_ADD,sell,106.4332,107.1466,normal
92,ASSET_D,LIMIT_ADD,sell,106.603,102.5973,normal
93,ASSET_C,MARKET_ORDER,sell,103.985,121.7883,normal
96,ASSET_D,MARKET_ORDER,buy,105.7915,76.2295,normal
98,ASSET_B,LIMIT_ADD,sell,102.4161,114.1549,normal
101,ASSET_B,LIMIT_ADD,buy,101.2459,29.0878,normal
103,ASSET_E,LIMIT_CANCEL,buy,108.5261,87.456,normal
106,ASSET_A,MARKET_ORDER,buy,100.9295,130.1941,normal
107,ASSET_C,REGIME_SWITCH,buy,103.6725,128.4606,stress
108,ASSET_D,LIMIT_ADD,sell,106.0803,106.7372,normal
111,ASSET_A,LIMIT_ADD,buy,98.5656,116.7045,normal
114,ASSET_D,LIMIT_ADD,sell,106.4134,121.5126,normal
117,ASSET_C,LIMIT_CANCEL,sell,104.3515,121.84,normal
120,ASSET_E,MARKET_ORDER,buy,107.3004,65.9529,normal
123,ASSET_E,LIMIT_ADD,buy,107.5167,77.1228,normal
126,ASSET_E,LIMIT_ADD,sell,107.5205,97.6479,stress
128,ASSET_C,LIMIT_CANCEL,buy,105.0479,91.489,normal
130,ASSET_B,LIMIT_ADD,buy,101.8045,122.603,normal
133,ASSET_B,LIMIT_ADD,sell,102.5385,99.8251,normal
134,ASSET_C,MARKET_ORDER,sell,103.3539,79.6527,stress
137,ASSET_D,LIMIT_CANCEL,buy,106.0792,81.8238,normal
139,ASSET_C,LIMIT_ADD,sell,105.5279,165.6981,normal
141,ASSET_D,LIMIT_CANCEL,buy,106.0077,118.8764,normal
144,ASSET_C,REGIME_SWITCH,sell,103.2678,115.3017,normal
145,ASSET_C,REGIME_SWITCH,buy,103.8169,126.3844,normal
148,ASSET_D,MARKET_ORDER,sell,105.4125,82.9802,normal
150,ASSET_E,LIMIT_CANCEL,buy,107.8056,103.01,normal
152,ASSET_D,MARKET_ORDER,buy,105.5974,69.7161,normal
155,ASSET_E,MARKET_ORDER,sell,108.3736,139.6983,normal
156,ASSET_C,LIMIT_ADD,sell,103.6428,89.2345,normal
158,ASSET_C,LIMIT_ADD,sell,102.9413,59.6895,normal
160,ASSET_C,LIMIT_CANCEL,sell,104.0542,67.2914,normal
161,ASSET_B,LIMIT_ADD,sell,102.7404,165.0811,normal
162,ASSET_B,LIMIT_ADD,buy,102.0095,101.3936,normal
163,ASSET_B,MARKET_ORDER,sell,101.8215,106.7386,normal
166,ASSET_E,MARKET_ORDER,sell,107.8008,153.8546,normal
168,ASSET_D,LIMIT_ADD,buy,105.8597,102.3028,normal
169,ASSET_C,MARKET_ORDER,buy,104.2349,72.5905,normal
170,ASSET_A,MARKET_ORDER,buy,100.188,84.6595,stress
172,ASSET_A,LIMIT_ADD,sell,100.3169,104.0007,normal
173,ASSET_C,LIMIT_ADD,buy,103.5655,71.4337,normal
175,ASSET_E,MARKET_ORDER,buy,107.7249,76.5253,stress
177,ASSET_B,REGIME_SWITCH,buy,101.9818,73.3592,normal
180,ASSET_B,MARKET_ORDER,buy,101.6329,141.482,normal
181,ASSET_D,MARKET_ORDER,sell,106.5649,88.0958,normal
183,ASSET_C,LIMIT_ADD,sell,104.3136,90.81,normal
186,ASSET_A,MARKET_ORDER,buy,99.2648,106.7368,normal
188,ASSET_C,LIMIT_ADD,buy,103.3292,109.0681,normal
190,ASSET_E,LIMIT_ADD,buy,108.6422,73.9307,normal
191,ASSET_B,LIMIT_ADD,sell,101.6523,109.3304,stress
194,ASSET_C,MARKET_ORDER,sell,103.9451,97.711,normal
196,ASSET_B,MARKET_ORDER,buy,101.8093,94.778,normal
198,ASSET_D,LIMIT_ADD,buy,105.2903,76.6754,normal
200,ASSET_B,LIMIT_ADD,buy,101.5549,128.3961,normal
203,ASSET_A,LIMIT_CANCEL,buy,99.8914,72.051,normal
204,ASSET_E,LIMIT_ADD,sell,108.3375,114.6581,normal
207,ASSET_A,LIMIT_ADD,buy,98.8127,142.3395,normal
210,ASSET_E,LIMIT_CANCEL,sell,108.3059,22.074,stress
213,ASSET_A,REGIME_SWITCH,sell,99.3677,158.5688,stress
215,ASSET_C,LIMIT_ADD,buy,104.7902,132.1477,normal
218,ASSET_C,LIMIT_ADD,sell,104.3314,70.3087,stress
219,ASSET_E,LIMIT_ADD,sell,107.5993,81.5533,stress
220,ASSET_D,LIMIT_ADD,buy,106.641,96.2123,normal
221,ASSET_B,LIMIT_CANCEL,sell,101.9484,94.0237,normal
224,ASSET_D,MARKET_ORDER,buy,107.3227,87.549,normal
227,ASSET_C,MARKET_ORDER,buy,103.9456,115.5524,normal
229,ASSET_B,MARKET_ORDER,buy,102.1644,56.0257,normal
231,ASSET_D,MARKET_ORDER,sell,105.4306,82.9392,normal
232,ASSET_E,LIMIT_CANCEL,buy,108.2201,119.716,normal
234,ASSET_B,LIMIT_ADD,sell,102.2333,114.2162,normal
235,ASSET_E,LIMIT_ADD,sell,108.6892,128.9569,normal
237,ASSET_B,LIMIT_CANCEL,sell,101.9975,26.3985,normal
240,ASSET_A,LIMIT_ADD,buy,100.2525,131.4981,normal
242,ASSET_C,LIMIT_ADD,sell,103.6471,107.518,normal
243,ASSET_B,MARKET_ORDER,buy,101.9526,105.8958,normal
245,ASSET_B,LIMIT_ADD,buy,102.6642,101.752,normal
247,ASSET_E,MARKET_ORDER,sell,108.3779,156.8454,normal
250,ASSET_B,LIMIT_ADD,buy,102.1547,65.8672,stress
251,ASSET_C,LIMIT_CANCEL,buy,104.4992,96.917,normal
254,ASSET_D,MARKET_ORDER,sell,106.1451,75.318,normal
256,ASSET_C,MARKET_ORDER,buy,104.6138,55.5112,normal
257,ASSET_A,MARKET_ORDER,buy,99.9772,122.3528,normal
259,ASSET_D,LIMIT_ADD,buy,106.7931,106.7376,stress
260,ASSET_B,MARKET_ORDER,sell,102.8583,68.0215,normal
263,ASSET_E,REGIME_SWITCH,sell,107.8362,76.2202,normal
264,ASSET_D,MARKET_ORDER,sell,105.7158,116.3785,normal
265,ASSET_B,MARKET_ORDER,sell,101.8833,85.8562,normal
267,ASSET_D,LIMIT_CANCEL,sell,106.1409,112.8651,normal
270,ASSET_D,LIMIT_ADD,sell,105.9474,72.3799,normal
271,ASSET_D,MARKET_ORDER,buy,106.9022,146.6694,normal
274,ASSET_E,LIMIT_CANCEL,sell,108.8913,113.596,stress
276,ASSET_A,REGIME_SWITCH,sell,100.3547,97.1754,normal
278,ASSET_A,LIMIT_ADD,buy,99.8013,94.5406,stress
280,ASSET_D,LIMIT_CANCEL,buy,106.8051,73.5173,normal
282,ASSET_A,LIMIT_ADD,sell,100.1101,132.5921,normal
284,ASSET_E,MARKET_ORDER,sell,107.9524,30.9573,normal
287,ASSET_B,LIMIT_CANCEL,sell,101.7154,163.8412,normal
288,ASSET_D,MARKET_ORDER,buy,105.5933,47.5879,normal
289,ASSET_D,LIMIT_ADD,buy,105.5534,92.8848,normal
292,ASSET_E,LIMIT_CANCEL,buy,107.909,134.3124,normal
295,ASSET_A,MARKET_ORDER,sell,99.4627,62.6503,stress
297,ASSET_A,MARKET_ORDER,buy,100.5358,126.8645,normal
300,ASSET_B,MARKET_ORDER,sell,102.5702,143.0859,normal
303,ASSET_D,MARKET_ORDER,buy,105.3673,90.7738,normal
304,ASSET_E,LIMIT_ADD,sell,108.3561,129.0662,stress
306,ASSET_E,LIMIT_CANCEL,sell,108.1045,136.0247,normal
307,ASSET_D,MARKET_ORDER,buy,105.9505,70.987,stress
309,ASSET_E,LIMIT_CANCEL,buy,107.4363,70.1001,normal
312,ASSET_D,LIMIT_ADD,sell,105.2285,114.0474,normal
314,ASSET_B,LIMIT_ADD,sell,101.574,88.5241,normal
315,ASSET_C,MARKET_ORDER,sell,103.4241,111.5237,normal
317,ASSET_D,LIMIT_ADD,buy,106.1163,148.5408,normal
319,ASSET_E,MARKET_ORDER,sell,108.3252,53.8523,stress
320,ASSET_C,REGIME_SWITCH,sell,104.4431,162.9234,normal
323,ASSET_C,LIMIT_ADD,sell,103.9412,119.61,stress
325,ASSET_E,LIMIT_ADD,sell,107.5677,89.6871,stress
327,ASSET_A,LIMIT_ADD,sell,99.7941,74.1056,normal
328,ASSET_E,MARKET_ORDER,sell,107.2689,87.3192,normal
331,ASSET_E,LIMIT_CANCEL,buy,107.3796,94.8768,normal
334,ASSET_A,LIMIT_ADD,buy,99.9313,149.7562,normal
335,ASSET_D,LIMIT_ADD,buy,105.8854,107.6541,normal
338,ASSET_B,LIMIT_CANCEL,sell,102.57,100.6588,normal
341,ASSET_E,MARKET_ORDER,sell,108.2429,117.7121,stress
344,ASSET_B,REGIME_SWITCH,buy,102.2408,116.3702,normal
347,ASSET_D,MARKET_ORDER,buy,106.0988,146.7382,normal
350,ASSET_E,LIMIT_CANCEL,sell,108.1984,153.6102,normal
351,ASSET_D,LIMIT_CANCEL,sell,106.0148,101.8736,normal
353,ASSET_B,LIMIT_CANCEL,sell,102.3067,67.6822,normal
354,ASSET_E,MARKET_ORDER,sell,107.8046,88.12,normal
357,ASSET_E,LIMIT_ADD,buy,108.558,163.0152,normal
359,ASSET_B,LIMIT_ADD,sell,102.0637,96.2813,normal
360,ASSET_E,MARKET_ORDER,buy,108.0754,50.9688,stress
363,ASSET_B,LIMIT_CANCEL,buy,102.2392,97.2851,normal
366,ASSET_E,LIMIT_ADD,buy,108.1597,119.3747,stress
368,ASSET_E,LIMIT_ADD,buy,107.7519,110.4049,stress
370,ASSET_E,MARKET_ORDER,buy,108.4119,87.2222,normal
371,ASSET_A,LIMIT_ADD,buy,100.1108,148.4123,normal
374,ASSET_E,LIMIT_CANCEL,sell,108.7423,116.5834,normal
377,ASSET_D,LIMIT_ADD,buy,105.2964,107.0524,normal
380,ASSET_B,LIMIT_ADD,buy,103.0752,134.2266,normal
383,ASSET_C,LIMIT_ADD,buy,103.8991,76.5806,stress
386,ASSET_B,LIMIT_CANCEL,sell,102.0827,111.4971,normal
389,ASSET_B,MARKET_ORDER,buy,101.8771,40.6012,normal
390,ASSET_C,LIMIT_ADD,buy,103.5646,50.7302,normal
392,ASSET_C,LIMIT_CANCEL,buy,104.7537,106.6785,normal
393,ASSET_B,REGIME_SWITCH,buy,102.4202,92.596,normal
395,ASSET_D,MARKET_ORDER,sell,105.3188,50.8148,stress
396,ASSET_A,LIMIT_CANCEL,sell,100.0124,95.9585,normal
398,ASSET_E,LIMIT_CANCEL,buy,107.7758,84.1248,normal
399,ASSET_E,MARKET_ORDER,buy,108.2472,126.9067,stress
401,ASSET_E,MARKET_ORDER,buy,108.6226,137.0397,stress
403,ASSET_E,LIMIT_CANCEL,buy,108.9526,121.7033,normal
406,ASSET_D,MARKET_ORDER,sell,105.4858,43.8227,normal
408,ASSET_D,LIMIT_ADD,sell,105.9109,106.2808,normal
409,ASSET_B,LIMIT_ADD,sell,101.4502,95.7134,stress
410,ASSET_D,LIMIT_CANCEL,buy,106.1365,79.4144,stress
412,ASSET_C,MARKET_ORDER,buy,104.2808,98.8443,stress
414,ASSET_E,LIMIT_ADD,buy,107.5936,151.6348,normal
416,ASSET_B,LIMIT_ADD,buy,101.8647,91.9198,normal
417,ASSET_E,LIMIT_ADD,sell,107.873,132.327,normal
419,ASSET_A,LIMIT_CANCEL,buy,99.5874,112.037,stress
420,ASSET_A,MARKET_ORDER,buy,99.5944,55.3122,normal
421,ASSET_E,LIMIT_CANCEL,buy,107.8573,119.0939,stress
422,ASSET_D,LIMIT_ADD,buy,106.5803,122.3707,normal
423,ASSET_C,LIMIT_CANCEL,buy,104.2911,77.0147,normal
426,ASSET_B,MARKET_ORDER,sell,101.3706,84.4844,normal
428,ASSET_A,MARKET_ORDER,buy,99.7411,99.7716,normal
431,ASSET_C,MARKET_ORDER,sell,103.8443,49.299,normal
433,ASSET_A,MARKET_ORDER,buy,100.0382,59.9824,normal
434,ASSET_A,REGIME_SWITCH,buy,101.0701,63.7149,stress
437,ASSET_C,LIMIT_ADD,sell,103.8516,67.2988,normal
439,ASSET_B,REGIME_SWITCH,sell,102.3913,50.9411,normal
440,ASSET_C,LIMIT_ADD,sell,103.2664,98.3741,normal
441,ASSET_D,LIMIT_ADD,buy,106.5058,148.5976,stress
442,ASSET_B,LIMIT_ADD,buy,101.7039,149.1702,normal
443,ASSET_A,MARKET_ORDER,buy,100.3484,114.539,stress
444,ASSET_D,REGIME_SWITCH,buy,105.9039,107.0726,normal
445,ASSET_C,LIMIT_ADD,sell,104.7192,109.9398,normal
446,ASSET_C,LIMIT_CANCEL,sell,103.32,83.0736,normal
449,ASSET_B,MARKET_ORDER,buy,101.7024,101.7917,normal
451,ASSET_C,LIMIT_ADD,sell,104.9539,130.4967,normal
453,ASSET_E,LIMIT_CANCEL,sell,108.3479,57.4255,normal
456,ASSET_C,LIMIT_ADD,buy,104.2746,157.1112,normal
457,ASSET_E,MARKET_ORDER,buy,107.6971,123.3899,normal
459,ASSET_A,MARKET_ORDER,sell,100.6624,98.817,normal
462,ASSET_A,LIMIT_CANCEL,buy,100.2094,40.0287,normal
465,ASSET_D,LIMIT_CANCEL,buy,105.7263,125.2606,stress
467,ASSET_A,LIMIT_ADD,sell,99.8416,157.1189,normal
468,ASSET_B,LIMIT_CANCEL,buy,101.9979,108.9646,normal
469,ASSET_C,MARKET_ORDER,buy,103.851,116.1287,normal
470,ASSET_B,LIMIT_ADD,sell,101.9037,100.0649,normal
471,ASSET_A,LIMIT_ADD,buy,99.9818,106.2327,normal
473,ASSET_A,LIMIT_ADD,buy,100.0906,106.8489,normal
474,ASSET_D,MARKET_ORDER,buy,106.452,87.4932,normal
477,ASSET_A,LIMIT_ADD,buy,100.0445,62.272,normal
479,ASSET_A,MARKET_ORDER,buy,100.1269,115.7599,normal
480,ASSET_B,LIMIT_CANCEL,buy,102.1364,66.0775,normal
482,ASSET_B,REGIME_SWITCH,sell,101.4796,128.8182,normal
484,ASSET_A,MARKET_ORDER,sell,99.5766,115.7922,normal
487,ASSET_D,LIMIT_CANCEL,sell,105.5003,45.3304,normal
490,ASSET_C,LIMIT_CANCEL,sell,104.4494,83.3163,normal
491,ASSET_A,LIMIT_ADD,sell,99.7654,70.0807,normal
494,ASSET_D,LIMIT_CANCEL,buy,106.4036,67.7151,normal
497,ASSET_D,LIMIT_ADD,sell,106.1216,82.2841,normal
499,ASSET_A,REGIME_SWITCH,buy,99.5626,76.2328,normal
501,ASSET_B,MARKET_ORDER,sell,102.5873,48.3746,normal
503,ASSET_B,MARKET_ORDER,sell,102.1879,37.8735,normal
506,ASSET_A,LIMIT_ADD,buy,99.4872,80.4725,normal
508,ASSET_A,LIMIT_ADD,sell,99.4429,126.3261,stress
509,ASSET_A,LIMIT_ADD,sell,100.2951,85.7654,normal
511,ASSET_B,LIMIT_ADD,buy,103.0588,119.7824,normal
513,ASSET_A,LIMIT_ADD,sell,99.395,125.1375,normal
516,ASSET_A,MARKET_ORDER,buy,99.4988,120.5919,stress
519,ASSET_E,MARKET_ORDER,sell,108.3241,138.0471,stress
522,ASSET_E,LIMIT_ADD,buy,107.319,152.7892,normal
525,ASSET_E,LIMIT_ADD,sell,108.3234,45.5338,normal
528,ASSET_C,LIMIT_ADD,buy,103.7075,105.1986,normal
531,ASSET_A,LIMIT_ADD,buy,100.6357,86.0123,normal
532,ASSET_D,LIMIT_ADD,sell,105.1537,74.0157,normal
535,ASSET_A,LIMIT_ADD,sell,99.8114,75.2637,normal
537,ASSET_E,LIMIT_ADD,sell,107.4861,91.4052,normal
539,ASSET_E,LIMIT_ADD,sell,108.3122,146.88,normal
540,ASSET_B,LIMIT_ADD,sell,102.609,106.8133,normal
542,ASSET_E,LIMIT_ADD,sell,108.4212,73.1791,normal
545,ASSET_B,LIMIT_ADD,buy,101.8629,91.8134,normal
547,ASSET_E,MARKET_ORDER,buy,109.2492,100.3884,normal
548,ASSET_E,MARKET_ORDER,buy,107.5583,75.2254,normal
551,ASSET_E,LIMIT_ADD,buy,106.8185,72.4515,normal
554,ASSET_A,LIMIT_ADD,buy,99.7838,80.5443,normal
556,ASSET_E,LIMIT_ADD,sell,108.462,106.3999,stress
559,ASSET_B,REGIME_SWITCH,sell,102.6159,105.8005,normal
560,ASSET_A,LIMIT_ADD,sell,99.6725,116.4788,normal
561,ASSET_B,LIMIT_CANCEL,buy,102.2542,109.9275,normal
563,ASSET_B,LIMIT_ADD,sell,101.7632,106.0286,stress
565,ASSET_C,MARKET_ORDER,sell,104.3328,193.1877,normal
566,ASSET_A,MARKET_ORDER,buy,100.0084,116.8018,normal
568,ASSET_A,MARKET_ORDER,buy,100.8527,62.4048,normal
569,ASSET_B,MARKET_ORDER,buy,101.5362,89.5909,stress
570,ASSET_B,LIMIT_CANCEL,sell,101.5634,117.6627,normal
572,ASSET_C,MARKET_ORDER,buy,104.0182,107.8332,normal
575,ASSET_B,LIMIT_CANCEL,buy,101.5963,80.6896,normal
578,ASSET_B,MARKET_ORDER,buy,102.446,156.6052,normal
581,ASSET_D,MARKET_ORDER,sell,106.2326,141.3167,normal
583,ASSET_E,LIMIT_CANCEL,sell,107.2727,93.5384,normal
584,ASSET_C,MARKET_ORDER,buy,104.0087,72.5532,stress
587,ASSET_E,MARKET_ORDER,sell,108.1635,99.1533,normal
589,ASSET_B,MARKET_ORDER,sell,101.9198,145.8756,normal
590,ASSET_B,MARKET_ORDER,buy,103.1789,79.7679,normal
591,ASSET_E,LIMIT_ADD,sell,107.3758,99.9397,normal
592,ASSET_C,LIMIT_CANCEL,sell,104.0042,165.8403,normal
594,ASSET_E,LIMIT_ADD,buy,107.3402,121.0914,stress
597,ASSET_E,MARKET_ORDER,buy,108.0614,130.523,normal
600,ASSET_B,LIMIT_ADD,buy,100.8962,108.5571,normal
602,ASSET_E,LIMIT_ADD,sell,107.5014,124.7623,normal
605,ASSET_B,MARKET_ORDER,sell,101.761,101.3068,stress
608,ASSET_A,LIMIT_CANCEL,buy,99.6699,66.1356,normal
609,ASSET_D,LIMIT_CANCEL,sell,106.4466,139.8693,normal
611,ASSET_D,LIMIT_CANCEL,buy,105.3248,87.1679,normal
612,ASSET_C,MARKET_ORDER,sell,103.7898,94.6388,normal
615,ASSET_A,MARKET_ORDER,sell,100.5686,122.5831,stress
617,ASSET_A,MARKET_ORDER,sell,99.8081,121.5431,normal
618,ASSET_C,LIMIT_CANCEL,sell,104.4111,40.7658,stress
621,ASSET_A,MARKET_ORDER,sell,99.1269,86.7333,normal
622,ASSET_E,LIMIT_ADD,sell,108.2501,171.626,normal
625,ASSET_D,LIMIT_ADD,sell,106.9963,73.6023,stress
626,ASSET_B,MARKET_ORDER,sell,102.2414,104.8259,normal
627,ASSET_A,MARKET_ORDER,buy,100.9364,124.4563,normal
628,ASSET_A,LIMIT_ADD,sell,100.6995,78.8353,normal
630,ASSET_D,LIMIT_ADD,sell,106.1406,137.9678,normal
633,ASSET_B,LIMIT_CANCEL,buy,101.5782,37.5998,normal
635,ASSET_E,MARKET_ORDER,buy,109.3467,121.8672,normal
638,ASSET_D,LIMIT_ADD,sell,105.1058,80.8906,normal
639,ASSET_D,MARKET_ORDER,buy,106.1447,136.8032,normal
640,ASSET_E,MARKET_ORDER,sell,108.1411,104.8804,normal
643,ASSET_B,LIMIT_ADD,sell,101.7372,144.5113,normal
644,ASSET_A,MARKET_ORDER,buy,100.0567,142.7921,stress
646,ASSET_B,LIMIT_CANCEL,sell,102.3402,87.1998,normal
647,ASSET_A,MARKET_ORDER,buy,99.3746,98.0324,normal
649,ASSET_A,LIMIT_ADD,buy,100.4648,146.7374,normal
651,ASSET_C,LIMIT_CANCEL,sell,103.5456,78.8759,normal
654,ASSET_E,LIMIT_ADD,buy,107.6188,87.3157,normal
656,ASSET_E,REGIME_SWITCH,sell,107.1882,54.33,normal
657,ASSET_E,LIMIT_CANCEL,buy,108.8085,69.7775,normal
659,ASSET_C,LIMIT_CANCEL,buy,104.5813,103.4045,normal
660,ASSET_D,LIMIT_ADD,buy,106.3103,130.6133,normal
663,ASSET_A,LIMIT_ADD,buy,100.0824,124.2327,normal
665,ASSET_D,LIMIT_ADD,sell,106.144,72.6091,normal
666,ASSET_A,REGIME_SWITCH,buy,100.0418,65.6781,normal
669,ASSET_E,LIMIT_CANCEL,sell,108.452,131.3718,stress
672,ASSET_E,MARKET_ORDER,sell,108.8789,130.1782,normal
674,ASSET_B,LIMIT_ADD,buy,101.854,148.4867,normal
677,ASSET_C,MARKET_ORDER,sell,105.0413,53.1526,normal
678,ASSET_E,MARKET_ORDER,sell,108.3278,118.7411,normal
681,ASSET_C,LIMIT_ADD,buy,103.8068,96.5207,normal
683,ASSET_C,MARKET_ORDER,buy,104.5146,155.1716,normal
686,ASSET_E,LIMIT_ADD,buy,108.1955,90.9596,stress
687,ASSET_E,MARKET_ORDER,sell,108.4532,114.9284,normal
689,ASSET_D,MARKET_ORDER,buy,105.8516,143.4583,stress
691,ASSET_D,LIMIT_CANCEL,buy,105.3271,83.665,normal
694,ASSET_E,LIMIT_ADD,buy,108.1067,165.2784,stress
697,ASSET_B,LIMIT_ADD,buy,101.5566,107.8643,normal
699,ASSET_D,LIMIT_ADD,buy,105.6626,48.8143,normal
701,ASSET_A,LIMIT_CANCEL,sell,99.9646,129.7327,normal
703,ASSET_B,LIMIT_ADD,buy,103.5594,128.0607,normal
705,ASSET_A,LIMIT_CANCEL,buy,100.2293,107.0346,normal
707,ASSET_A,LIMIT_CANCEL,sell,100.3324,72.9842,normal
709,ASSET_B,LIMIT_ADD,sell,101.8699,113.3806,normal
711,ASSET_E,LIMIT_CANCEL,buy,108.013,78.5605,stress
713,ASSET_A,LIMIT_CANCEL,buy,99.7332,140.2066,normal
716,ASSET_A,MARKET_ORDER,sell,99.2836,48.8538,normal
717,ASSET_B,LIMIT_CANCEL,sell,102.2977,74.0857,normal
720,ASSET_C,MARKET_ORDER,sell,104.3246,159.0308,stress
721,ASSET_B,MARKET_ORDER,sell,102.121,106.9794,normal
722,ASSET_D,MARKET_ORDER,buy,105.5003,75.4291,normal
725,ASSET_D,LIMIT_CANCEL,sell,106.1595,100.5394,normal
727,ASSET_E,MARKET_ORDER,sell,108.695,116.1494,normal
729,ASSET_C,LIMIT_ADD,sell,104.0482,104.6847,normal
731,ASSET_E,MARKET_ORDER,buy,108.1726,108.0066,normal
732,ASSET_D,MARKET_ORDER,sell,106.4076,112.5978,normal
733,ASSET_A,MARKET_ORDER,buy,100.3324,64.6386,normal
736,ASSET_A,LIMIT_ADD,sell,100.939,82.6195,normal
737,ASSET_D,LIMIT_ADD,sell,105.6721,106.6846,normal
738,ASSET_E,REGIME_SWITCH,sell,107.688,143.7145,stress
740,ASSET_A,MARKET_ORDER,sell,100.4621,108.1339,normal
743,ASSET_C,LIMIT_CANCEL,sell,104.2375,101.5232,normal
746,ASSET_C,MARKET_ORDER,sell,103.4103,115.734,normal
748,ASSET_B,LIMIT_ADD,buy,101.5364,87.0706,normal
751,ASSET_C,MARKET_ORDER,buy,104.404,118.9161,normal
752,ASSET_D,MARKET_ORDER,buy,105.0743,145.6241,stress
754,ASSET_B,LIMIT_ADD,buy,101.6342,87.5951,normal
755,ASSET_D,MARKET_ORDER,sell,106.4744,52.7345,normal
756,ASSET_B,MARKET_ORDER,buy,101.2389,76.2413,normal
757,ASSET_B,MARKET_ORDER,buy,102.2887,144.9146,normal
758,ASSET_E,LIMIT_CANCEL,sell,108.1829,95.367,normal
761,ASSET_B,LIMIT_ADD,buy,101.8498,122.4079,normal
764,ASSET_E,MARKET_ORDER,buy,108.1076,113.5989,normal
765,ASSET_B,LIMIT_ADD,sell,102.5707,99.6793,stress
766,ASSET_C,LIMIT_CANCEL,buy,104.2694,69.5599,normal
768,ASSET_A,MARKET_ORDER,sell,99.868,64.695,stress
771,ASSET_B,MARKET_ORDER,buy,101.7697,87.5747,normal
773,ASSET_E,LIMIT_CANCEL,buy,108.4916,92.1013,normal
776,ASSET_D,MARKET_ORDER,buy,105.6831,103.0543,normal
777,ASSET_A,LIMIT_ADD,buy,99.8489,106.3821,normal
779,ASSET_D,LIMIT_ADD,sell,106.5821,63.0757,normal
782,ASSET_C,LIMIT_ADD,sell,103.9419,113.889,normal
783,ASSET_D,MARKET_ORDER,buy,106.2017,65.5308,normal
785,ASSET_D,MARKET_ORDER,sell,106.1943,19.039,stress
786,ASSET_A,MARKET_ORDER,buy,99.9177,137.7374,normal
788,ASSET_C,LIMIT_ADD,buy,103.319,122.6821,stress
789,ASSET_E,LIMIT_CANCEL,sell,109.0528,118.9751,normal
792,ASSET_D,LIMIT_ADD,buy,105.8746,98.3432,normal
